Archery,,,
Fencing,,,
,,,
See also: Fencing at the 2020 Summer Olympics,,,
Men's events,,,
,,,
,,,
Event,Gold,Silver,Bronze
Individual épée,Romain Cannone,Gergely Siklósi,Ihor Reizlin
, France, Hungary, Ukraine
Team épée, Japan (JPN), ROC, South Korea (KOR)
,Koki Kano,Sergey Bida,Park Sang-young
,Kazuyasu Minobe,Sergey Khodos,Ma Se-geon
,Masaru Yamada,Pavel Sukhov,Song Jae-ho
,Satoru Uyama,Nikita Glazkov,Kweon Young-jun
Individual foil,Cheung Ka Long,Daniele Garozzo,Alexander Choupenitch
, Hong Kong, Italy, Czech Republic
Team foil, France (FRA), ROC, United States (USA)
,Enzo Lefort,Anton Borodachev,Race Imboden
,Erwann Le Péchoux,Kirill Borodachev,Nick Itkin
,Julien Mertine,Vladislav Mylnikov,Alexander Massialas
,Maxime Pauty,Timur Safin,Gerek Meinhardt
Individual sabre,Áron Szilágyi,Luigi Samele,Kim Jung-hwan
, Hungary, Italy, South Korea
Team sabre, South Korea (KOR), Italy (ITA), Hungary (HUN)
,Oh Sang-uk,Luca Curatoli,Áron Szilágyi
,Kim Jun-ho,Luigi Samele,András Szatmári
,Kim Jung-hwan,Enrico Berrè,Tamás Decsi
,Gu Bon-gil,Aldo Montano,Csanád Gémesi
,,,
Women's events,,,
,,,
,,,
Event,Gold,Silver,Bronze
Individual épée,Sun Yiwen,Ana Maria Popescu,Katrina Lehis
, China, Romania, Estonia
Team épée, Estonia (EST), South Korea (KOR), Italy (ITA)
,Julia Beljajeva,Choi In-jeong,Rossella Fiamingo
,Irina Embrich,Kang Young-mi,Federica Isola
,Erika Kirpu,Lee Hye-in,Mara Navarria
,Katrina Lehis,Song Se-ra,Alberta Santuccio
Individual foil,Lee Kiefer,Inna Deriglazova,Larisa Korobeynikova
, United States, ROC, ROC
Team foil, ROC, France (FRA), Italy (ITA)
,Inna Deriglazova,Anita Blaze,Martina Batini
,Larisa Korobeynikova,Astrid Guyart,Erica Cipressa
,Marta Martyanova,Pauline Ranvier,Arianna Errigo
,Adelina Zagidullina,Ysaora Thibus,Alice Volpi
Individual sabre,Sofia Pozdniakova,Sofya Velikaya,Manon Brunet
, ROC, ROC, France
Team sabre, ROC, France (FRA), South Korea (KOR)
,Olga Nikitina,Sara Balzer,Kim Ji-yeon
,Sofia Pozdniakova,Cécilia Berder,Yoon Ji-su
,Sofya Velikaya,Manon Brunet,Seo Ji-yeon
,,Charlotte Lembach,Choi Soo-yeon
,,,
Field hockey,,,
,,,
See also: Field hockey at the 2020 Summer Olympics,,,
,,,
Event,Gold,Silver,Bronze
Men, Belgium (BEL), Australia (AUS), India (IND)
,Gauthier Boccard,Daniel Beale,Dilpreet Singh
,Tom Boon,Joshua Beltz,Rupinder Pal Singh
,Thomas Briels,Tim Brand,Surender Kumar
,Cédric Charlier,Andrew Charter,Manpreet Singh
,Félix Denayer,Tom Craig,Hardik Singh
,Nicolas De Kerpel,Matt Dawson,Gurjant Singh
,Arthur De Sloover,Blake Govers,Simranjeet Singh
,Sébastien Dockier,Jeremy Hayward,Mandeep Singh
,John-John Dohmen,Tim Howard,Harmanpreet Singh
,Simon Gougnard,Dylan Martin,Lalit Upadhyay
,Alexander Hendrickx,Trent Mitton,P. R. Sreejesh
,Antoine Kina,Eddie Ockenden,Sumit
,Loïck Luypaert,Flynn Ogilvie,Nilakanta Sharma
,Augustin Meurmans,Lachlan Sharp,Shamsher Singh
,Victor Wegnez,Joshua Simmonds,Varun Kumar
,Vincent Vanasch,Jacob Whetton,Birendra Lakra
,Florent Van Aubel,Tom Wickham,Amit Rohidas
,Arthur Van Doren,Aran Zalewski,Vivek Prasad
Women, Netherlands (NED), Argentina (ARG), Great Britain (GBR)
,Felice Albers,Agustina Albertarrio,Giselle Ansley
,Eva de Goede,Agostina Alonso,Grace Balsdon
,Xan de Waard,Noel Barrionuevo,Amy Costello
,Marloes Keetels,Valentina Costa Biondi,Fiona Crackles
,Josine Koning,Emilia Forcherio,Sarah Haycroft
,Sanne Koolen,Agustina Gorzelany,Maddie Hinch
,Laurien Leurink,María José Granatto,Sarah Jones
,Frédérique Matla,Victoria Granatto,Hannah Martin
,Freeke Moes,Julieta Jankunas,Shona McCallin
,Laura Nunnink,Sofía Maccari,Lily Owsley
,Malou Pheninckx,Delfina Merino,Hollie Webb
,Pien Sanders,Valentina Raposo,Isabelle Petter
,Lauren Stam,Rocío Sánchez Moccia,Ellie Rayer
,Margot van Geffen,Micaela Retegui,Sarah Robertson
,Stella van Gils,Victoria Sauze,Anna Toman
,Caia van Maasakker,Belén Succi,Susannah Townsend
,Maria Verschoor,Sofía Toccalino,Laura Unsworth
,Lidewij Welten,Eugenia Trinchinetti,Leah Wilkinson
,,,
Football,,,
,,,
See also: Football at the 2020 Summer Olympics,,,
,,,
Event,Gold,Silver,Bronze
Men, Brazil (BRA), Spain (ESP), Mexico (MEX)
,Santos,Unai Simón,Luis Malagón
,Gabriel Menino,Óscar Mingueza,Jorge Sánchez
,Diego Carlos,Marc Cucurella,César Montes
,Ricardo Graça,Pau Torres,Jesús Alberto Angulo
,Douglas Luiz,Jesús Vallejo,Johan Vásquez
,Guilherme Arana,Martín Zubimendi,Vladimir Loroña
,Paulinho,Marco Asensio,Luis Romo
,Bruno Guimarães,Mikel Merino,Carlos Rodríguez
,Matheus Cunha,Rafa Mir,Henry Martín
,Richarlison,Dani Ceballos,Diego Lainez
,Antony,Mikel Oyarzabal,Alexis Vega
,Brenno,Eric García,Adrián Mora
,Dani Alves,Álvaro Fernández,Guillermo Ochoa
,Bruno Fuchs,Carlos Soler,Érick Aguirre
,Nino,Jon Moncayola,Uriel Antuna
,Abner,Pedri,José Joaquín Esquivel
,Malcom,Javi Puado,Sebastián Córdova
,Matheus Henrique,Óscar Gil,Eduardo Aguirre
,Reinier Jesus,Dani Olmo,Ricardo Angulo
,Claudinho,Juan Miranda,Fernando Beltrán
,Gabriel Martinelli,Bryan Gil,Roberto Alvarado
,Lucão,Iván Villar,Sebastián Jurado
Women, Canada (CAN), Sweden (SWE), United States (USA)
,Stephanie Labbé,Hedvig Lindahl,Alyssa Naeher
,Allysha Chapman,Jonna Andersson,Crystal Dunn
,Kadeisha Buchanan,Emma Kullberg,Sam Mewis
,Shelina Zadorsky,Hanna Glas,Becky Sauerbrunn
,Quinn,Hanna Bennison,Kelley O'Hara
,Deanne Rose,Magdalena Eriksson,Kristie Mewis
,Julia Grosso,Madelen Janogy,Tobin Heath
,Jayde Riviere,Lina Hurtig,Julie Ertz
,Adriana Leon,Kosovare Asllani,Lindsey Horan
,Ashley Lawrence,Sofia Jakobsson,Carli Lloyd
,Desiree Scott,Stina Blackstenius,Christen Press
,Christine Sinclair,Jennifer Falk,Tierna Davidson
,Évelyne Viens,Amanda Ilestedt,Alex Morgan
,Vanessa Gilles,Nathalie Björn,Emily Sonnett
,Nichelle Prince,Olivia Schough,Megan Rapinoe
,Janine Beckie,Filippa Angeldal,Rose Lavelle
,Jessie Fleming,Caroline Seger,Abby Dahlkemper
,Kailen Sheridan,Fridolina Rolfö,Adrianna Franch
,Jordyn Huitema,Anna Anvegård,Catarina Macario
,Sophie Schmidt,Julia Roddar,Casey Krueger
,Gabrielle Carle,Rebecka Blomqvist,Lynn Williams
,Erin McLeod,Zećira Mušović,Jane Campbell
,,,
Golf,,,
,,,
See also: Golf at the 2020 Summer Olympics,,,
,,,
Event,Gold,Silver,Bronze
Men's individual,Xander Schauffele,Rory Sabbatini,Pan Cheng-tsung
, United States, Slovakia, Chinese Taipei
Women's individual,Nelly Korda,Mone Inami,Lydia Ko
, United States, Japan, New Zealand
,,,
Gymnastics,,,
,,,
See also: Gymnastics at the 2020 Summer Olympics,,,
Artistic gymnastics,,,
,,,
Men's events,,,
,,,
,,,
Event,Gold,Silver,Bronze
Team all-around, ROC, Japan (JPN), China (CHN)
,Denis Ablyazin,Daiki Hashimoto,Lin Chaopan
,David Belyavskiy,Kazuma Kaya,Sun Wei
,Artur Dalaloyan,Takeru Kitazono,Xiao Ruoteng
,Nikita Nagornyy,Wataru Tanigawa,Zou Jingyuan
Individual all-around,Daiki Hashimoto,Xiao Ruoteng,Nikita Nagornyy
, Japan, China, ROC
Floor exercise,Artem Dolgopyat,Rayderley Zapata,Xiao Ruoteng
, Israel, Spain, China
Pommel horse,Max Whitlock,Lee Chih-kai,Kazuma Kaya
, Great Britain, Chinese Taipei, Japan
Rings,Liu Yang,You Hao,Eleftherios Petrounias
, China, China, Greece
Vault,Shin Jea-hwan,Denis Ablyazin,Artur Davtyan
, South Korea, ROC, Armenia
Parallel bars,Zou Jingyuan,Lukas Dauser,Ferhat Arıcan
, China, Germany, Turkey
Horizontal bar,Daiki Hashimoto,Tin Srbić,Nikita Nagornyy
, Japan, Croatia, ROC
,,,
Women's events,,,
,,,
,,,
Event,Gold,Silver,Bronze
Team all-around, ROC, United States (USA), Great Britain (GBR)
,Lilia Akhaimova,Simone Biles,Jennifer Gadirova
,Viktoria Listunova,Jordan Chiles,Jessica Gadirova
,Angelina Melnikova,Sunisa Lee,Alice Kinsella
,Vladislava Urazova,Grace McCallum,Amelie Morgan
Individual all-around,Sunisa Lee,Rebeca Andrade,Angelina Melnikova
, United States, Brazil, ROC
Vault,Rebeca Andrade,MyKayla Skinner,Yeo Seo-jeong
, Brazil, United States, South Korea
Uneven bars,Nina Derwael,Anastasia Ilyankova,Sunisa Lee
, Belgium, ROC, United States
Balance beam,Guan Chenchen,Tang Xijing,Simone Biles
, China, China, United States
Floor exercise,Jade Carey,Vanessa Ferrari,Mai Murakami
, United States, Italy, Japan
Angelina Melnikova,,,
 ROC,,,
,,,
Rhythmic gymnastics,,,
,,,
,,,
Event,Gold,Silver,Bronze
Group, Bulgaria (BUL), ROC, Italy (ITA)
,Simona Dyankova,Anastasia Bliznyuk,Martina Centofanti
,Stefani Kiryakova,Anastasia Maksimova,Agnese Duranti
,Madlen Radukanova,Angelina Shkatova,Alessia Maurelli
,Laura Traets,Anastasia Tatareva,Daniela Mogurean
,Erika Zafirova,Alisa Tishchenko,Martina Santandrea
Individual all-around,Linoy Ashram,Dina Averina,Alina Harnasko
, Israel, ROC, Belarus
,,,
Trampoline,,,
,,,
,,,
Event,Gold,Silver,Bronze
Men's individual,Ivan Litvinovich,Dong Dong,Dylan Schmidt
, Belarus, China, New Zealand
Women's individual,Zhu Xueying,Liu Lingling,Bryony Page
, China, China, Great Britain
,,,
Handball,,,
,,,
See also: Handball at the 2020 Summer Olympics,,,
,,,
Event,Gold,Silver,Bronze
Men's tournament, France, Denmark, Spain
,Luc Abalo,Lasse Andersson,Julen Aguinagalde
,Hugo Descat,Mathias Gidsel,Rodrigo Corrales
,Ludovic Fabregas,Jóhan Hansen,Alex Dujshebaev
,Yann Genty,Mikkel Hansen,Raúl Entrerríos
,Vincent Gérard,Jacob Holm,Ángel Fernández
,Michaël Guigou,Emil Jakobsen,Adrià Figueras
,Luka Karabatic,Niklas Landin Jacobsen,Antonio García Robledo
,Nikola Karabatić,Magnus Landin Jacobsen,Aleix Gómez
,Romain Lagarde,Mads Mensah Larsen,Gedeón Guardiola
,Kentin Mahé,Kevin Møller,Eduardo Gurbindo
,Dika Mem,Henrik Møllgaard,Jorge Maqueda
,Timothey N'Guessan,Morten Olsen,Viran Morros
,Valentin Porte,Magnus Saugstrup,Gonzalo Pérez de Vargas
,Nedim Remili,Lasse Svan,Miguel Sánchez-Migallón
,Melvyn Richardson,Henrik Toft Hansen,Daniel Sarmiento
,Nicolas Tournat,,Ferran Solé
Women's tournament, France, ROC, Norway
,Méline Nocandy,Anna Sedoykina,Henny Reistad
,Blandine Dancette,Polina Kuznetsova,Veronica Kristiansen
,Pauline Coatanea,Polina Gorshkova,Marit Malm Frafjord
,Chloé Valentini,Daria Dmitrieva,Stine Skogrand
,Allison Pineau,Anna Sen,Nora Mørk
,Coralie Lassource,Anna Vyakhireva,Stine Bredal Oftedal
,Grâce Zaadi Deuna,Polina Vedekhina,Silje Solberg
,Amandine Leynaud,Vladlena Bobrovnikova,Kari Brattset Dale
,Kalidiatou Niakaté,Kseniya Makeyeva,Katrine Lunde
,Cléopatre Darleux,Elena Mikhaylichenko,Marit Røsberg Jacobsen
,Océane Sercien-Ugolin,Olga Fomina,Camilla Herrem
,Laura Flippes,Yekaterina Ilyina,Sanna Solberg-Isaksen
,Béatrice Edwige,Yulia Managarova,Kristine Breistøl
,Pauletta Foppa,Antonina Skorobogatchenko,Marta Tomac
,Estelle Nze Minko,Victoriya Kalinina,Vilde Johansen
,Alexandra Lacrabère,,
,,,
Judo,,,
,,,
See also: Judo at the 2020 Summer Olympics,,,
Men's events,,,
,,,
,,,
Event,Gold,Silver,Bronze
Extra-lightweight (60 kg),Naohisa Takato,Yang Yung-wei,Yeldos Smetov
, Japan, Chinese Taipei, Kazakhstan
Luka Mkheidze,,,
 France,,,
Half-lightweight (66 kg),Hifumi Abe,Vazha Margvelashvili,An Ba-ul
, Japan, Georgia, South Korea
Daniel Cargnin,,,
 Brazil,,,
Lightweight (73 kg),Shohei Ono,Lasha Shavdatuashvili,An Chang-rim
, Japan, Georgia, South Korea
Tsend-Ochiryn Tsogtbaatar,,,
 Mongolia,,,
Half-middleweight (81 kg),Takanori Nagase,Saeid Mollaei,Shamil Borchashvili
, Japan, Mongolia, Austria
Matthias Casse,,,
 Belgium,,,
Middleweight (90 kg),Lasha Bekauri,Eduard Trippel,Davlat Bobonov
, Georgia, Germany, Uzbekistan
Krisztián Tóth,,,
 Hungary,,,
Half-heavyweight (100 kg),Aaron Wolf,Cho Gu-ham,Jorge Fonseca
, Japan, South Korea, Portugal
Niyaz Ilyasov,,,
 ROC,,,
Heavyweight (+100 kg),Lukáš Krpálek,Guram Tushishvili,Teddy Riner
, Czech Republic, Georgia, France
Tamerlan Bashaev,,,
 ROC,,,
,,,
Women's events,,,
,,,
,,,
Event,Gold,Silver,Bronze
Extra-lightweight (48 kg),Distria Krasniqi,Funa Tonaki,Daria Bilodid
, Kosovo, Japan, Ukraine
Mönkhbatyn Urantsetseg,,,
 Mongolia,,,
Half-lightweight (52 kg),Uta Abe,Amandine Buchard,Odette Giuffrida
, Japan, France, Italy
Chelsie Giles,,,
 Great Britain,,,
Lightweight (57 kg),Nora Gjakova,Sarah-Léonie Cysique,Jessica Klimkait
, Kosovo, France, Canada
Tsukasa Yoshida,,,
 Japan,,,
Half-middleweight (63 kg),Clarisse Agbegnenou,Tina Trstenjak,Maria Centracchio
, France, Slovenia, Italy
Catherine Beauchemin-Pinard,,,
 Canada,,,
Middleweight (70 kg),Chizuru Arai,Michaela Polleres,Madina Taimazova
, Japan, Austria, ROC
Sanne van Dijke,,,
 Netherlands,,,
Half-heavyweight (78 kg),Shori Hamada,Madeleine Malonga,Anna-Maria Wagner
, Japan, France, Germany
Mayra Aguiar,,,
 Brazil,,,
Heavyweight (+78 kg),Akira Sone,Idalys Ortiz,Iryna Kindzerska
, Japan, Cuba, Azerbaijan
Romane Dicko,,,
 France,,,
,,,
Mixed events,,,
,,,
,,,
Event,Gold,Silver,Bronze
Mixed team, France (FRA), Japan (JPN), Germany (GER)
,Clarisse Agbegnenou,Hifumi Abe,Johannes Frey
,Amandine Buchard,Uta Abe,Karl-Richard Frey
,Guillaume Chaine,Chizuru Arai,Jasmin Grabowski
,Axel Clerget,Shori Hamada,Katharina Menz
,Sarah-Léonie Cysique,Hisayoshi Harasawa,Dominic Ressel
,Romane Dicko,Shoichiro Mukai,Giovanna Scoccimarro
,Alexandre Iddir,Takanori Nagase,Sebastian Seidl
,Kilian Le Blouch,Shohei Ono,Theresa Stoll
,Madeleine Malonga,Akira Sone,Martyna Trajdos
,Margaux Pinot,Miku Tashiro,Eduard Trippel
,Teddy Riner,Aaron Wolf,Anna-Maria Wagner
,,Tsukasa Yoshida,Igor Wandtke
 Israel (ISR),,,
Tohar Butbul,,,
Raz Hershko,,,
Li Kochman,,,
Inbar Lanir,,,
Sagi Muki,,,
Timna Nelson-Levy,,,
Peter Paltchik,,,
Shira Rishony,,,
Or Sasson,,,
Gili Sharir,,,
Baruch Shmailov,,,
,,,
Karate,,,
,,,
See also: Karate at the 2020 Summer Olympics,,,
Men's events,,,
,,,
,,,
Event,Gold,Silver,Bronze
Kata,Ryo Kiyuna,Damián Quintero,Ariel Torres
, Japan, Spain, United States
Ali Sofuoğlu,,,
 Turkey,,,
67 kg,Steven Da Costa,Eray Şamdan,Darkhan Assadilov
, France, Turkey, Kazakhstan
Abdelrahman Al-Masatfa,,,
 Jordan,,,
75 kg,Luigi Busà,Rafael Aghayev,Gábor Hárspataki
, Italy, Azerbaijan, Hungary
Stanislav Horuna,,,
 Ukraine,,,
+75 kg,Sajjad Ganjzadeh,Tareg Hamedi,Ryutaro Araga
, Iran, Saudi Arabia, Japan
Uğur Aktaş,,,
 Turkey,,,
,,,
Women's events,,,
,,,
,,,
Event,Gold,Silver,Bronze
Kata,Sandra Sánchez,Kiyou Shimizu,Grace Lau
, Spain, Japan, Hong Kong
Viviana Bottaro,,,
 Italy,,,
55 kg,Ivet Goranova,Anzhelika Terliuga,Bettina Plank
, Bulgaria, Ukraine, Austria
Wen Tzu-yun,,,
 Chinese Taipei,,,
61 kg,Jovana Preković,Yin Xiaoyan,Giana Farouk
, Serbia, China, Egypt
Merve Çoban,,,
 Turkey,,,
+61 kg,Feryal Abdelaziz,Irina Zaretska,Gong Li
, Egypt, Azerbaijan, China
Sofya Berultseva,,,
 Kazakhstan,,,
,,,
Modern pentathlon,,,
,,,
See also: Modern pentathlon at the 2020 Summer Olympics,,,
,,,
Event,Gold,Silver,Bronze
Men's,Joe Choong,Ahmed El-Gendy,Jun Woong-tae
, Great Britain, Egypt, South Korea
Women's,Kate French,Laura Asadauskaitė,Sarolta Kovács
, Great Britain, Lithuania, Hungary
,,,
Rowing,,,
,,,
See also: Rowing at the 2020 Summer Olympics,,,
Men's events,,,
,,,
,,,
Event,Gold,Silver,Bronze
Single sculls,Stefanos Ntouskos,Kjetil Borch,Damir Martin
, Greece, Norway, Croatia
Double sculls,Hugo Boucheron,Melvin Twellaar,Liu Zhiyu
,and Matthieu Androdias,and Stef Broenink,and Zhang Liang
, France, Netherlands, China
Quadruple sculls, Netherlands (NED), Great Britain (GBR), Australia (AUS)
,Dirk Uittenbogaard,Harry Leask,Jack Cleary
,Abe Wiersma,Angus Groom,Caleb Antill
,Tone Wieten,Tom Barras,Cameron Girdlestone
,Koen Metsemakers,Jack Beaumont,Luke Letcher
Coxless pair,Martin Sinković,Marius Cozmiuc,Frederic Vystavel
,and Valent Sinković,and Ciprian Tudosă,and Joachim Sutton
, Croatia, Romania, Denmark
Coxless four, Australia (AUS), Romania (ROU), Italy (ITA)
,Alexander Purnell,Mihăiță Țigănescu,Matteo Castaldo
,Spencer Turrin,Mugurel Semciuc,Marco Di Costanzo
,Jack Hargreaves,Ștefan Berariu,Matteo Lodo
,Alexander Hill,Cosmin Pascari,Giuseppe Vicino
,,,Bruno Rosetti[2]
Coxed eight, New Zealand (NZL), Germany (GER), Great Britain (GBR)
,Tom Mackintosh,Johannes Weißenfeld,Josh Bugajski
,Hamish Bond,Laurits Follert,Jacob Dawson
,Tom Murray,Olaf Roggensack,Thomas George
,Michael Brake,Torben Johannesen,Moe Sbihi
,Dan Williamson,Jakob Schneider,Charles Elwes
,Phillip Wilson,Malte Jakschik,Oliver Wynne-Griffith
,Shaun Kirkham,Richard Schmidt,James Rudkin
,Matt Macdonald,Hannes Ocik,Thomas Ford
,Sam Bosworth,Martin Sauer,Henry Fieldman
Lightweight double sculls,Fintan McCarthy,Jonathan Rommelmann,Stefano Oppo
,and Paul O'Donovan,and Jason Osborne,and Pietro Ruta
, Ireland, Germany, Italy
,,,
Women's events,,,
,,,
,,,
Event,Gold,Silver,Bronze
Single sculls,Emma Twigg,Hanna Prakatsen,Magdalena Lobnig
, New Zealand, ROC, Austria
Double sculls,Nicoleta-Ancuța Bodnar,Brooke Donoghue,Roos de Jong
,and Simona Radiș,and Hannah Osborne,and Lisa Scheenaard
, Romania, New Zealand, Netherlands
Quadruple sculls, China (CHN), Poland (POL), Australia (AUS)
,Chen Yunxia,Agnieszka Kobus,Ria Thompson
,Zhang Ling,Marta Wieliczko,Rowena Meredith
,Lü Yang,Maria Sajdak,Harriet Hudson
,Cui Xiaotong,Katarzyna Zillmann,Caitlin Cronin
Coxless pair,Grace Prendergast,Vasilisa Stepanova,Caileigh Filmer
,and Kerri Gowler,and Elena Oriabinskaia,and Hillary Janssens
, New Zealand, ROC, Canada
Coxless four, Australia (AUS), Netherlands (NED), Ireland (IRL)
,Lucy Stephan,Ellen Hogerwerf,Aifric Keogh
,Rosemary Popa,Karolien Florijn,Eimear Lambe
,Jessica Morrison,Ymkje Clevering,Fiona Murtagh
,Annabelle McIntyre,Veronique Meester,Emily Hegarty
Coxed eight, Canada (CAN), New Zealand (NZL), China (CHN)
,Susanne Grainger,Ella Greenslade,Guo Linlin
,Kasia Gruchalla-Wesierski,Emma Dyke,Ju Rui
,Madison Mailey,Lucy Spoors,Li Jingjing
,Sydney Payne,Kelsey Bevan,Miao Tian
,Andrea Proske,Grace Prendergast,Wang Zifeng
,Lisa Roman,Kerri Gowler,Wang Yuwei
,Christine Roper,Beth Ross,Xu Fei
,Avalon Wasteneys,Jackie Gowler,Zhang Min
,Kristen Kit,Caleb Shepherd,Zhang Dechang
Lightweight double sculls,Valentina Rodini,Laura Tarantola,Marieke Keijser
,and Federica Cesarini,and Claire Bové,and Ilse Paulis
, Italy, France, Netherlands
,,,
Rugby sevens,,,
,,,
See also: Rugby sevens at the 2020 Summer Olympics,,,
,,,
Event,Gold,Silver,Bronze
Men's tournament, Fiji (FIJ), New Zealand (NZL), Argentina (ARG)
,Napolioni Bolaca,Kurt Baker,Santiago Álvarez
,Vilimoni Botitu,Dylan Collier,Lautaro Bazán
,Meli Derenalagi,Scott Curry,Lucio Cinti
,Sireli Maqala,Andrew Knewstubb,Felipe del Mestre
,Iosefo Masi,Ngarohi McGarvey-Black,Rodrigo Etchart
,Waisea Nacuqu,Tim Mikkelson,Luciano González
,Kalione Nasoko,Sione Molia,Rodrigo Isgro
,Semi Radradra,Etene Nanai-Seturo,Santiago Mare
,Aminiasi Tuimaba,Tone Ng Shiu,Ignacio Mendy
,Asaeli Tuivuaka,Amanaki Nicole,Marcos Moneta
,Jerry Tuwai,William Warbrick,Matías Osadczuk
,Josua Vakurunabili,Regan Ware,Gastón Revol
,Jiuta Wainiqolo,Joe Webber,Germán Schulz
Women's tournament, New Zealand (NZL), France (FRA), Fiji (FIJ)
,Michaela Blyde,Coralie Bertrand,Lavena Cavuru
,Kelly Brazier,Anne-Cécile Ciofani,Raijieli Daveua
,Gayle Broughton,Caroline Drouin,Sesenieli Donu
,Theresa Fitzpatrick,Camille Grassineau,Laisana Likuceva
,Stacey Fluhler,Lina Guérin,Rusila Nagasau
,Sarah Hirini,Fanny Horta,Ana Naimasi
,Shiray Kaka,Shannon Izar,Alowesi Nakoci
,Tyla Nathan-Wong,Chloé Jacquet,Roela Radiniyavuni
,Risi Pouri-Lane,Carla Neisen,Viniana Riwai
,Alena Saili,Séraphine Okemba,Ana Maria Roqica
,Ruby Tui,Chloé Pelle,Vasiti Solikoviti
,Tenika Willison,Jade Ulutule,Lavenia Tinai
,Portia Woodman,,Reapi Ulunisau
,,,
Sailing,,,
,,,
See also: Sailing at the 2020 Summer Olympics,,,
Men's events,,,
,,,
,,,
Event,Gold,Silver,Bronze
Sailboard – RS:X,Kiran Badloe,Thomas Goyard,Bi Kun
, Netherlands, France, China
One-person dinghy – Laser,Matthew Wearn,Tonči Stipanović,Hermann Tomasgaard
, Australia, Croatia, Norway
One-person heavyweight dinghy – Finn,Giles Scott,Zsombor Berecz,Joan Cardona Méndez
, Great Britain, Hungary, Spain
Two-person dinghy – 470, Australia (AUS), Sweden (SWE), Spain (ESP)
,Mathew Belcher,Anton Dahlberg,Jordi Xammar
,William Ryan,Fredrik Bergström,Nicolás Rodríguez
Skiff – 49er, Great Britain (GBR), New Zealand (NZL), Germany (GER)
,Dylan Fletcher,Peter Burling,Erik Heil
,Stuart Bithell,Blair Tuke,Thomas Plößel
,,,
