Archery,,,
Women's events,,,
,,,
,,,
Event,Gold,Silver,Bronze
Sailboard – RS:X,Lu Yunxiu,Charline Picon,Emma Wilson
, China, France, Great Britain
One-person dinghy – Laser Radial,Anne-Marie Rindom,Josefin Olsson,Marit Bouwmeester
, Denmark, Sweden, Netherlands
Two-person dinghy – 470, Great Britain (GBR), Poland (POL), France (FRA)
,Hannah Mills,Agnieszka Skrzypulec,Camille Lecointre
,Eilidh McIntyre,Jolanta Ogar-Hill,Aloïse Retornaz
Skiff – 49er FX, Brazil (BRA), Germany (GER), Netherlands (NED)
,Martine Grael,Tina Lutz,Annemiek Bekkering
,Kahena Kunze,Susann Beucke,Annette Duetz
,,,
Mixed events,,,
,,,
,,,
Event,Gold,Silver,Bronze
Multihull – Nacra 17, Italy (ITA), Great Britain (GBR), Germany (GER)
,Ruggero Tita,John Gimson,Paul Kohlhoff
,Caterina Banti,Anna Burnet,Alica Stuhlemmer
,,,
Shooting,,,
,,,
See also: Shooting at the 2020 Summer Olympics,,,
Men's events,,,
,,,
,,,
Event,Gold,Silver,Bronze
10 metre air pistol,Javad Foroughi,Damir Mikec,Pang Wei
, Iran, Serbia, China
25 metre rapid fire pistol,Jean Quiquampoix,Leuris Pupo,Li Yuehong
, France, Cuba, China
10 metre air rifle,Will Shaner,Sheng Lihao,Yang Haoran
, United States, China, China
50 metre rifle three positions,Zhang Changhong,Sergey Kamenskiy,Milenko Sebić
, China, ROC, Serbia
Skeet,Vincent Hancock,Jesper Hansen,Abdullah Al-Rashidi
, United States, Denmark, Kuwait
Trap,Jiří Lipták,David Kostelecký,Matthew Coward-Holley
, Czech Republic, Czech Republic, Great Britain
,,,
Women's events,,,
,,,
,,,
Event,Gold,Silver,Bronze
10 metre air pistol,Vitalina Batsarashkina,Antoaneta Kostadinova,Jiang Ranxin
, ROC, Bulgaria, China
25 metre pistol,Vitalina Batsarashkina,Kim Min-jung,Xiao Jiaruixuan
, ROC, South Korea, China
10 metre air rifle,Yang Qian,Anastasiia Galashina,Nina Christen
, China, ROC, Switzerland
50 metre rifle three positions,Nina Christen,Yulia Zykova,Yulia Karimova
, Switzerland, ROC, ROC
Skeet,Amber English,Diana Bacosi,Wei Meng
, United States, Italy, China
Trap,Zuzana Rehák-Štefečeková,Kayle Browning,Alessandra Perilli
, Slovakia, United States, San Marino
,,,
Mixed events,,,
,,,
,,,
Event,Gold,Silver,Bronze
10 metre air pistol team, China, ROC, Ukraine
,Jiang Ranxin,Vitalina Batsarashkina,Olena Kostevych
,Pang Wei,Artem Chernousov,Oleh Omelchuk
10 metre air rifle team, China, United States, ROC
,Yang Qian,Mary Tucker,Yulia Karimova
,Yang Haoran,Lucas Kozeniesky,Sergey Kamenskiy
Trap team, Spain, San Marino, United States
,Alberto Fernández,Gian Marco Berti,Brian Burrows
,Fátima Gálvez,Alessandra Perilli,Madelynn Bernau
,,,
Skateboarding,,,
,,,
See also: Skateboarding at the 2020 Summer Olympics,,,
,,,
Event,Gold,Silver,Bronze
Men's park,Keegan Palmer,Pedro Barros,Cory Juneau
, Australia, Brazil, United States
Women's park,Sakura Yosozumi,Kokona Hiraki,Sky Brown
, Japan, Japan, Great Britain
Men's street,Yuto Horigome,Kelvin Hoefler,Jagger Eaton
, Japan, Brazil, United States
Women's street,Momiji Nishiya,Rayssa Leal,Funa Nakayama
, Japan, Brazil, Japan
,,,
Sport climbing,,,
,,,
See also: Sport climbing at the 2020 Summer Olympics,,,
,,,
Event,Gold,Silver,Bronze
Men's combined,Alberto Ginés López,Nathaniel Coleman,Jakob Schubert
, Spain, United States, Austria
Women's combined,Janja Garnbret,Miho Nonaka,Akiyo Noguchi
, Slovenia, Japan, Japan
,,,
Softball,,,
,,,
See also: Softball at the 2020 Summer Olympics,,,
,,,
Event,Gold,Silver,Bronze
Women, Japan (JPN), United States (USA), Canada (CAN)
,Haruka Agatsuma,Ali Aguilar,Jenna Caira
,Mana Atsumi,Monica Abbott,Emma Entzminger
,Yamato Fujita,Valerie Arioto,Larissa Franklin
,Miu Goto,Ally Carda,Jennifer Gilbert
,Nodoka Harada,Amanda Chidester,Sara Groenewegen
,Yuka Ichiguchi,Rachel Garcia,Kelsey Harshman
,Hitomi Kawabata,Haylie McCleney,Victoria Hayward
,Nayu Kiyohara,Michelle Moultrie,Danielle Lawrie
,Yukiyo Mine,Dejah Mulipola,Janet Leung
,Sayaka Mori,Aubree Munro,Joey Lye
,Minori Naito,Bubba Nickles,Erika Polidori
,Yukiko Ueno,Cat Osterman,Kaleigh Rafter
,Saki Yamazaki,Jeanie Reed,Lauren Bay-Regula
,Eri Yamada,Delaney Spaulding,Jennifer Salling
,Yu Yamamoto,Kelsey Stewart,Natalie Wideman
,,,
Surfing,,,
,,,
See also: Surfing at the 2020 Summer Olympics,,,
,,,
Event,Gold,Silver,Bronze
Men's shortboard,Ítalo Ferreira,Kanoa Igarashi,Owen Wright
, Brazil, Japan, Australia
Women's shortboard,Carissa Moore,Bianca Buitendag,Amuro Tsuzuki
, United States, South Africa, Japan
,,,
Swimming,,,
,,,
See also: Swimming at the 2020 Summer Olympics,,,
Men's events,,,
,,,
,,,
Event,Gold,Silver,Bronze
50 m freestyle,Caeleb Dressel,Florent Manaudou,Bruno Fratus
, United States, France, Brazil
100 m freestyle,Caeleb Dressel,Kyle Chalmers,Kliment Kolesnikov
, United States, Australia, ROC
200 m freestyle,Tom Dean,Duncan Scott,Fernando Scheffer
, Great Britain, Great Britain, Brazil
400 m freestyle,Ahmed Hafnaoui,Jack McLoughlin,Kieran Smith
, Tunisia, Australia, United States
800 m freestyle,Bobby Finke,Gregorio Paltrinieri,Mykhailo Romanchuk
, United States, Italy, Ukraine
1500 m freestyle,Bobby Finke,Mykhailo Romanchuk,Florian Wellbrock
, United States, Ukraine, Germany
100 m backstroke,Evgeny Rylov,Kliment Kolesnikov,Ryan Murphy
, ROC, ROC, United States
200 m backstroke,Evgeny Rylov,Ryan Murphy,Luke Greenbank
, ROC, United States, Great Britain
100 m breaststroke,Adam Peaty,Arno Kamminga,Nicolò Martinenghi
, Great Britain, Netherlands, Italy
200 m breaststroke,Zac Stubblety-Cook,Arno Kamminga,Matti Mattsson
, Australia, Netherlands, Finland
100 m butterfly,Caeleb Dressel,Kristóf Milák,Noè Ponti
, United States, Hungary, Switzerland
200 m butterfly,Kristóf Milák,Tomoru Honda,Federico Burdisso
, Hungary, Japan, Italy
200 m individual medley,Wang Shun,Duncan Scott,Jérémy Desplanches
, China, Great Britain, Switzerland
400 m individual medley,Chase Kalisz,Jay Litherland,Brendon Smith
, United States, United States, Australia
4 × 100 m freestyle relay, United States (USA), Italy (ITA), Australia (AUS)
,Caeleb Dressel,Alessandro Miressi,Matthew Temple
,Blake Pieroni,Thomas Ceccon,Zac Incerti
,Bowe Becker,Lorenzo Zazzeri,Alexander Graham
,Zach Apple,Manuel Frigo,Kyle Chalmers
,Brooks Curry,Santo Condorelli,Cameron McEvoy
4 × 200 m freestyle relay, Great Britain (GBR), ROC, Australia (AUS)
,Tom Dean,Martin Malyutin,Alexander Graham
,James Guy,Ivan Girev,Kyle Chalmers
,Matthew Richards,Evgeny Rylov,Zac Incerti
,Duncan Scott,Mikhail Dovgalyuk,Thomas Neill
,Calum Jarvis,Aleksandr Krasnykh,Mack Horton
,,Mikhail Vekovishchev,Elijah Winnington
4 × 100 m medley relay, United States (USA), Great Britain (GBR), Italy (ITA)
,Ryan Murphy,Luke Greenbank,Thomas Ceccon
,Michael Andrew,Adam Peaty,Nicolò Martinenghi
,Caeleb Dressel,James Guy,Federico Burdisso
,Zach Apple,Duncan Scott,Alessandro Miressi
,Hunter Armstrong,James Wilby,
,Blake Pieroni,,
,Tom Shields,,
,Andrew Wilson,,
10 km open water,Florian Wellbrock,Kristóf Rasovszky,Gregorio Paltrinieri
, Germany, Hungary, Italy
,,,
Women's events,,,
,,,
,,,
Event,Gold,Silver,Bronze
50 m freestyle,Emma McKeon,Sarah Sjöström,Pernille Blume
, Australia, Sweden, Denmark
100 m freestyle,Emma McKeon,Siobhán Haughey,Cate Campbell
, Australia, Hong Kong, Australia
200 m freestyle,Ariarne Titmus,Siobhán Haughey,Penny Oleksiak
, Australia, Hong Kong, Canada
400 m freestyle,Ariarne Titmus,Katie Ledecky,Li Bingjie
, Australia, United States, China
800 m freestyle,Katie Ledecky,Ariarne Titmus,Simona Quadarella
, United States, Australia, Italy
1500 m freestyle,Katie Ledecky,Erica Sullivan,Sarah Köhler
, United States, United States, Germany
100 m backstroke,Kaylee McKeown,Kylie Masse,Regan Smith
, Australia, Canada, United States
200 m backstroke,Kaylee McKeown,Kylie Masse,Emily Seebohm
, Australia, Canada, Australia
100 m breaststroke,Lydia Jacoby,Tatjana Schoenmaker,Lilly King
, United States, South Africa, United States
200 m breaststroke,Tatjana Schoenmaker,Lilly King,Annie Lazor
, South Africa, United States, United States
100 m butterfly,Maggie Mac Neil,Zhang Yufei,Emma McKeon
, Canada, China, Australia
200 m butterfly,Zhang Yufei,Regan Smith,Hali Flickinger
, China, United States, United States
200 m individual medley,Yui Ohashi,Alexandra Walsh,Kate Douglass
, Japan, United States, United States
400 m individual medley,Yui Ohashi,Emma Weyant,Hali Flickinger
, Japan, United States, United States
4 × 100 m freestyle relay, Australia (AUS), Canada (CAN), United States (USA)
,Bronte Campbell,Kayla Sanchez,Erika Brown
,Meg Harris,Maggie Mac Neil,Abbey Weitzeil
,Emma McKeon,Rebecca Smith,Natalie Hinds
,Cate Campbell,Penny Oleksiak,Simone Manuel
,Mollie O'Callaghan,Taylor Ruck,Olivia Smoliga
,Madison Wilson,,Catie DeLoof
,,,Allison Schmitt
4 × 200 m freestyle relay, China (CHN), United States (USA), Australia (AUS)
,Yang Junxuan,Allison Schmitt,Ariarne Titmus
,Tang Muhan,Paige Madden,Emma McKeon
,Zhang Yufei,Katie McLaughlin,Madison Wilson
,Li Bingjie,Katie Ledecky,Leah Neale
,Zhang Yifan,Bella Sims,Mollie O'Callaghan
,Dong Jie,Brooke Forde,Meg Harris
,,,Brianna Throssell
,,,Tamsin Cook
4 × 100 m medley relay, Australia (AUS), United States (USA), Canada (CAN)
,Kaylee McKeown,Regan Smith,Kylie Masse
,Chelsea Hodges,Lydia Jacoby,Sydney Pickrem
,Emma McKeon,Torri Huske,Maggie Mac Neil
,Cate Campbell,Abbey Weitzeil,Penny Oleksiak
,Emily Seebohm,Rhyan White,Taylor Ruck
,Brianna Throssell,Lilly King,Kayla Sanchez
,Mollie O'Callaghan,Claire Curzan,
,,Erika Brown,
10 km open water,Ana Marcela Cunha,Sharon van Rouwendaal,Kareena Lee
, Brazil, Netherlands, Australia
,,,
Mixed events,,,
,,,
,,,
Event,Gold,Silver,Bronze
4 × 100 m medley relay, Great Britain (GBR), China (CHN), Australia (AUS)
,Kathleen Dawson,Xu Jiayu,Kaylee McKeown
,Adam Peaty,Yan Zibei,Zac Stubblety-Cook
,James Guy,Zhang Yufei,Matthew Temple
,Anna Hopkin,Yang Junxuan,Emma McKeon
,Freya Anderson,,Bronte Campbell
,,,Isaac Cooper
,,,Brianna Throssell
,,,
Table tennis,,,
,,,
See also: Table tennis at the 2020 Summer Olympics,,,
,,,
Event,Gold,Silver,Bronze
Men's singles,Ma Long,Fan Zhendong,Dimitrij Ovtcharov
, China, China, Germany
Men's team, China, Germany, Japan
,Fan Zhendong,Dimitrij Ovtcharov,Jun Mizutani
,Ma Long,Patrick Franziska,Koki Niwa
,Xu Xin,Timo Boll,Tomokazu Harimoto
Women's singles,Chen Meng,Sun Yingsha,Mima Ito
, China, China, Japan
Women's team, China, Japan, Hong Kong
,Chen Meng,Mima Ito,Doo Hoi Kem
,Sun Yingsha,Kasumi Ishikawa,Lee Ho Ching
,Wang Manyu,Miu Hirano,Minnie Soo Wai Yam
Mixed doubles, Japan, China, Chinese Taipei
,Jun Mizutani,Xu Xin,Lin Yun-ju
,Mima Ito,Liu Shiwen,Cheng I-ching
,,,
Taekwondo,,,
,,,
See also: Taekwondo at the 2020 Summer Olympics,,,
Men's events,,,
,,,
,,,
Event,Gold,Silver,Bronze
Flyweight (58 kg),Vito Dell'Aquila,Mohamed Khalil Jendoubi,Jang Jun
, Italy, Tunisia, South Korea
Mikhail Artamonov,,,
 ROC,,,
Featherweight (68 kg),Ulugbek Rashitov,Bradly Sinden,Hakan Reçber
, Uzbekistan, Great Britain, Turkey
Zhao Shuai,,,
 China,,,
Welterweight (80 kg),Maksim Khramtsov,Saleh Al-Sharabaty,Toni Kanaet
, ROC, Jordan, Croatia
Seif Eissa,,,
 Egypt,,,
Heavyweight (+80 kg),Vladislav Larin,Dejan Georgievski,In Kyo-don
, ROC, North Macedonia, South Korea
Rafael Alba,,,
 Cuba,,,
,,,
Women's events,,,
,,,
,,,
Event,Gold,Silver,Bronze
Flyweight (49 kg),Panipak Wongpattanakit,Adriana Cerezo,Tijana Bogdanović
, Thailand, Spain, Serbia
Avishag Semberg,,,
 Israel,,,
Featherweight (57 kg),Anastasija Zolotic,Tatiana Minina,Lo Chia-ling
, United States, ROC, Chinese Taipei
Hatice Kübra İlgün,,,
 Turkey,,,
Welterweight (67 kg),Matea Jelić,Lauren Williams,Ruth Gbagbi
, Croatia, Great Britain, Ivory Coast
Hedaya Malak,,,
 Egypt,,,
Heavyweight (+67 kg),Milica Mandić,Lee Da-bin,Althéa Laurin
, Serbia, South Korea, France
Bianca Walkden,,,
 Great Britain,,,
,,,
Tennis,,,
,,,
See also: Tennis at the 2020 Summer Olympics,,,
,,,
Event,Gold,Silver,Bronze
Men's singles,Alexander Zverev,Karen Khachanov,Pablo Carreño Busta
, Germany, ROC, Spain
Men's doubles,Nikola Mektić,Marin Čilić,Marcus Daniell
,and Mate Pavić,and Ivan Dodig,and Michael Venus
, Croatia, Croatia, New Zealand
Women's singles,Belinda Bencic,Markéta Vondroušová,Elina Svitolina
, Switzerland, Czech Republic, Ukraine
Women's doubles,Barbora Krejčíková,Belinda Bencic,Laura Pigossi
,and Kateřina Siniaková,and Viktorija Golubic,and Luisa Stefani
, Czech Republic, Switzerland, Brazil
Mixed doubles,Anastasia Pavlyuchenkova,Elena Vesnina,Ashleigh Barty
,and Andrey Rublev,and Aslan Karatsev,and John Peers
, ROC, ROC, Australia
,,,
Triathlon,,,
,,,
See also: Triathlon at the 2020 Summer Olympics,,,
,,,
Event,Gold,Silver,Bronze
Men's individual,Kristian Blummenfelt,Alex Yee,Hayden Wilde
, Norway, Great Britain, New Zealand
Women's individual,Flora Duffy,Georgia Taylor-Brown,Katie Zaferes
, Bermuda, Great Britain, United States
Mixed relay, Great Britain (GBR), United States (USA), France (FRA)
,Jess Learmonth,Katie Zaferes,Léonie Périault
,Jonny Brownlee,Kevin McDowell,Dorian Coninx
,Georgia Taylor-Brown,Taylor Knibb,Cassandre Beaugrand
,Alex Yee,Morgan Pearson,Vincent Luis
,,,
Volleyball,,,
,,,
See also: Volleyball at the 2020 Summer Olympics,,,
Indoor volleyball,,,
,,,
,,,
Event,Gold,Silver,Bronze
Men's indoor, France (FRA), ROC, Argentina (ARG)
,Barthélémy Chinenyeze,Yaroslav Podlesnykh,Martín Ramos
,Jenia Grebennikov (L),Artem Volvich,Federico Pereyra
,Jean Patry,Dmitry Volkov,Cristian Poglajen
,Benjamin Toniutti (c),Ivan Iakovlev,Facundo Conte
,Kévin Tillie,Denis Bogdan,Agustín Loser
,Earvin N'Gapeth,Pavel Pankov,Santiago Danani (L)
,Antoine Brizard,Viktor Poletaev,Sebastián Solé
,Stéphen Boyer,Maksim Mikhaylov,Bruno Lima
,Nicolas Le Goff,Egor Kliuka,Ezequiel Palacios
,Daryl Bultor,Ilyas Kurkaev,Luciano De Cecco (c)
,Trévor Clévenot,Igor Kobzar (c),Nicolás Méndez
,Yacine Louati,Valentin Golubev (L),Matías Sánchez
Women's indoor, United States (USA), Brazil (BRA), Serbia (SRB)
,Micha Hancock,Carol Gattaz,Bianka Buša
,Jordyn Poulter,Rosamaria Montibeller,Mina Popović
,Justine Wong-Orantes (L),Macris Carneiro,Slađana Mirković
,Jordan Larson (c),Roberta Ratzke,Brankica Mihajlović
,Annie Drews,Gabriela Guimarães,Maja Ognjenović (c)
,Jordan Thompson,Tandara Caixeta,Ana Bjelica
,Michelle Bartsch-Hackley,Natália Pereira (c),Maja Aleksić
,Kim Hill,Ana Carolina da Silva,Milena Rašić
,Foluke Akinradewo,Fernanda Garay,Silvija Popović (L)
,Haleigh Washington,Ana Cristina de Souza,Tijana Bošković
,Kelsey Robinson,Camila Brait (L),Bojana Milenković
,Chiaka Ogbogu,Ana Beatriz Corrêa,Jelena Blagojević
,,,
Beach volleyball,,,
,,,
,,,
Event,Gold,Silver,Bronze
Men's beach,Anders Mol,Viacheslav Krasilnikov,Ahmed Tijan
,and Christian Sørum,and Oleg Stoyanovskiy,and Cherif Younousse
, Norway, ROC, Qatar
Women's beach,Alix Klineman,Mariafe Artacho del Solar,Joana Heidrich
,and April Ross,and Taliqua Clancy,and Anouk Vergé-Dépré
, United States, Australia, Switzerland
,,,
Water polo,,,
,,,
See also: Water polo at the 2020 Summer Olympics,,,
,,,
Event,Gold,Silver,Bronze
Men, Serbia (SRB), Greece (GRE), Hungary (HUN)
,Gojko Pijetlović,Emmanouil Zerdevas,Dániel Angyal
,Dušan Mandić,Konstantinos Genidounias,Balázs Erdélyi
,Nikola Dedović,Dimitrios Skoumpakis,Balázs Hárai
,Sava Ranđelović,Marios Kapotsis,Norbert Hosnyánszky
,Strahinja Rašović,Ioannis Fountoulis,Szilárd Jansik
,Duško Pijetlović,Alexandros Papanastasiou,Krisztián Manhercz
,Đorđe Lazić,Georgios Dervisis,Tamás Mezei
,Milan Aleksić,Stylianos Argyropoulos,Viktor Nagy
,Nikola Jakšić,Konstantinos Mourikis,Mátyás Pásztor
,Filip Filipović,Christodoulos Kolomvos,Márton Vámos
,Andrija Prlainović,Konstantinos Gkiouvetsis,Dénes Varga
,Stefan Mitrović,Angelos Vlachopoulos,Soma Vogel
,Branislav Mitrović,Konstantinos Galanidis,Gergő Zalánki
Women, United States (USA), Spain (ESP), Hungary (HUN)
,Rachel Fattal,Marta Bach,Krisztina Garda
,Aria Fischer,Anni Espar,Edina Gangl
,Makenzie Fischer,Clara Espar,Gréta Gurisatti
,Kaleigh Gilchrist,Laura Ester,Anikó Gyöngyössy
,Stephania Haralabidis,Judith Forca,Anna Illés
,Paige Hauschild,Maica García,Rita Keszthelyi
,Ashleigh Johnson,Irene González,Dóra Leimeter
,Amanda Longan,Paula Leitón,Alda Magyari
,Maddie Musselman,Beatriz Ortiz,Rebecca Parkes
,Jamie Neushul,Pili Peña,Nataša Rybanská
,Melissa Seidemann,Elena Ruiz,Dorottya Szilágyi
,Maggie Steffens,Elena Sánchez,Gabriella Szűcs
,Alys Williams,Roser Tarragó,Vanda Vályi
,,,
Weightlifting,,,
,,,
See also: Weightlifting at the 2020 Summer Olympics,,,
Men's events,,,
,,,
,,,
Event,Gold,Silver,Bronze
61 kg,Li Fabin,Eko Yuli Irawan,Igor Son
, China, Indonesia, Kazakhstan
67 kg,Chen Lijun,Luis Javier Mosquera,Mirko Zanni
, China, Colombia, Italy
73 kg,Shi Zhiyong,Julio Mayora,Rahmat Erwin Abdullah
, China, Venezuela, Indonesia
81 kg,Lü Xiaojun,Zacarías Bonnat,Antonino Pizzolato
, China, Dominican Republic, Italy
96 kg,Fares El-Bakh,Keydomar Vallenilla,Anton Pliesnoi
, Qatar, Venezuela, Georgia
109 kg,Akbar Djuraev,Simon Martirosyan,Artūrs Plēsnieks
, Uzbekistan, Armenia, Latvia
109+ kg,Lasha Talakhadze,Ali Davoudi,Man Asaad
, Georgia, Iran, Syria
,,,
Women's events,,,
,,,
,,,
Event,Gold,Silver,Bronze
49 kg,Hou Zhihui,Saikhom Mirabai Chanu,Windy Cantika Aisah
, China, India, Indonesia
55 kg,Hidilyn Diaz,Liao Qiuyun,Zulfiya Chinshanlo
, Philippines, China, Kazakhstan
59 kg,Kuo Hsing-chun,Polina Guryeva,Mikiko Ando
, Chinese Taipei, Turkmenistan, Japan
64 kg,Maude Charron,Giorgia Bordignon,Chen Wen-huei
, Canada, Italy, Chinese Taipei
76 kg,Neisi Dajomes,Katherine Nye,Aremi Fuentes
, Ecuador, United States, Mexico
87 kg,Wang Zhouyu,Tamara Salazar,Crismery Santana
, China, Ecuador, Dominican Republic
87+ kg,Li Wenwen,Emily Campbell,Sarah Robles
, China, Great Britain, United States
,,,
Wrestling,,,
,,,
See also: Wrestling at the 2020 Summer Olympics,,,
Men's freestyle,,,
,,,
,,,
Event,Gold,Silver,Bronze
57 kg,Zaur Uguev,Ravi Kumar,Nurislam Sanayev
, ROC, India, Kazakhstan
Thomas Gilman,,,
 United States,,,
65 kg,Takuto Otoguro,Haji Aliyev,Gadzhimurad Rashidov
, Japan, Azerbaijan, ROC
Bajrang Punia,,,
 India,,,
74 kg,Zaurbek Sidakov,Mahamedkhabib Kadzimahamedau,Kyle Dake
, ROC, Belarus, United States
Bekzod Abdurakhmonov,,,
 Uzbekistan,,,
86 kg,David Taylor,Hassan Yazdani,Artur Naifonov
, United States, Iran, ROC
Myles Amine,,,
 San Marino,,,
97 kg,Abdulrashid Sadulaev,Kyle Snyder,Reineris Salas
, ROC, United States, Cuba
Abraham Conyedo,,,
 Italy,,,
125 kg,Gable Steveson,Geno Petriashvili,Amir Hossein Zare
, United States, Georgia, Iran
Taha Akgül,,,
 Turkey,,,
,,,
Men's Greco-Roman,,,
,,,
,,,
Event,Gold,Silver,Bronze
60 kg,Luis Orta,Kenichiro Fumita,Walihan Sailike
, Cuba, Japan, China
Sergey Emelin,,,
 ROC,,,
67 kg,Mohammad Reza Geraei,Parviz Nasibov,Frank Stäbler
, Iran, Ukraine, Germany
Mohamed Ibrahim El-Sayed,,,
 Egypt,,,
77 kg,Tamás Lőrincz,Akzhol Makhmudov,Shohei Yabiku
, Hungary, Kyrgyzstan, Japan
Rafig Huseynov,,,
 Azerbaijan,,,
87 kg,Zhan Beleniuk,Viktor Lőrincz,Denis Kudla
, Ukraine, Hungary, Germany
Zurab Datunashvili,,,
 Serbia,,,
97 kg,Musa Evloev,Artur Aleksanyan,Tadeusz Michalik
, ROC, Armenia, Poland
Mohammad Hadi Saravi,,,
 Iran,,,
130 kg,Mijaín López,Iakob Kajaia,Rıza Kayaalp
, Cuba, Georgia, Turkey
Sergey Semenov,,,
 ROC,,,
,,,
Women's freestyle,,,
,,,
,,,
Event,Gold,Silver,Bronze
50 kg,Yui Susaki,Sun Yanan,Mariya Stadnik
, Japan, China, Azerbaijan
Sarah Hildebrandt,,,
 United States,,,
53 kg,Mayu Mukaida,Pang Qianyu,Vanesa Kaladzinskaya
, Japan, China, Belarus
Bat-Ochiryn Bolortuyaa,,,
 Mongolia,,,
57 kg,Risako Kawai,Iryna Kurachkina,Helen Maroulis
, Japan, Belarus, United States
Evelina Nikolova,,,
 Bulgaria,,,
62 kg,Yukako Kawai,Aisuluu Tynybekova,Iryna Koliadenko
, Japan, Kyrgyzstan, Ukraine
Taybe Yusein,,,
 Bulgaria,,,
68 kg,Tamyra Mensah-Stock,Blessing Oborududu,Alla Cherkasova
, United States, Nigeria, Ukraine
Meerim Zhumanazarova,,,
 Kyrgyzstan,,,
76 kg,Aline Rotter-Focken,Adeline Gray,Yasemin Adar
, Germany, United States, Turkey
Zhou Qian,,,
 China,,,